N,m,fm,hmm,hMM,emm,eMM,emM,eMm
1000,2,0.49,0.5,0.07,0.3251503006012024,0.021042084168336674,0.48897795591182364,0.16482965931863727
1000,2,0.15,0.5,0.07,0.06913827655310621,0.06362725450901803,0.7860721442885772,0.0811623246492986
1000,2,0.33,0.5,0.08,0.18987975951903807,0.04008016032064128,0.6292585170340681,0.1407815631262525
1000,2,0.4,0.5,0.08,0.21693386773547094,0.03857715430861723,0.5606212424849699,0.18386773547094187
1000,2,0.49,0.5,0.08,0.31763527054108215,0.02555110220440882,0.4834669338677355,0.17334669338677355
1000,2,0.15,0.5,0.08,0.06513026052104208,0.10020040080160321,0.749498997995992,0.08517034068136273
1000,2,0.33,0.5,0.09,0.1848697394789579,0.0531062124248497,0.6162324649298597,0.14579158316633267
1000,2,0.4,0.5,0.09,0.24248496993987975,0.030561122244488977,0.5706412825651302,0.156312625250501
1000,2,0.49,0.5,0.09,0.3316633266533066,0.02655310621242485,0.4834669338677355,0.15831663326653306
1000,2,0.15,0.5,0.09,0.07014028056112225,0.10771543086172344,0.7419839679358717,0.08016032064128256
1000,2,0.33,0.5,0.1,0.1813627254509018,0.052104208416833664,0.6182364729458918,0.14829659318637275
1000,2,0.4,0.5,0.1,0.23196392785571143,0.048597194388777555,0.5506012024048096,0.1688376753507014
1000,2,0.49,0.5,0.1,0.30711422845691383,0.036072144288577156,0.4729458917835671,0.18386773547094187
1000,2,0.15,0.5,0.1,0.06362725450901803,0.10871743486973948,0.7419839679358717,0.08567134268537074
1000,2,0.33,0.5,0.11,0.17985971943887777,0.06913827655310621,0.6012024048096193,0.1497995991983968
1000,2,0.4,0.5,0.11,0.22595190380761523,0.05260521042084168,0.5485971943887775,0.17284569138276554
1000,2,0.49,0.5,0.11,0.30511022044088176,0.03707414829659319,0.4729458917835671,0.1848697394789579
1000,2,0.15,0.5,0.11,0.06713426853707415,0.15430861723446893,0.6953907815631263,0.08316633266533066
1000,2,0.33,0.5,0.12,0.17334669338677355,0.07915831663326653,0.5901803607214429,0.15731462925851702
1000,2,0.4,0.5,0.12,0.23496993987975953,0.05911823647294589,0.5410821643286573,0.16482965931863727
1000,2,0.49,0.5,0.12,0.3186372745490982,0.037575150300601205,0.4714428857715431,0.17234468937875752
1000,2,0.15,0.5,0.12,0.07314629258517034,0.11222444889779559,0.7384769539078156,0.07615230460921844
1000,2,0.33,0.5,0.13,0.18336673346693386,0.0686372745490982,0.6007014028056112,0.14729458917835672
1000,2,0.4,0.5,0.13,0.23847695390781562,0.05110220440881764,0.5490981963927856,0.16132264529058116
1000,2,0.49,0.5,0.13,0.32615230460921846,0.051603206412825654,0.45841683366733466,0.16382765531062124
1000,2,0.15,0.5,0.13,0.07615230460921844,0.1492985971943888,0.7014028056112225,0.07314629258517034
1000,2,0.33,0.5,0.14,0.19739478957915832,0.09619238476953908,0.5731462925851704,0.13326653306613226
1000,2,0.4,0.5,0.14,0.21793587174348697,0.07114228456913828,0.5290581162324649,0.1818637274549098
1000,2,0.49,0.5,0.14,0.29609218436873747,0.04008016032064128,0.46993987975951906,0.1938877755511022
1000,2,0.15,0.5,0.14,0.0656312625250501,0.17334669338677355,0.6763527054108216,0.08466933867735471
1000,2,0.33,0.5,0.15,0.19138276553106212,0.07915831663326653,0.591182364729459,0.13827655310621242
1000,2,0.4,0.5,0.15,0.22595190380761523,0.06813627254509018,0.5320641282565131,0.17384769539078157
1000,2,0.49,0.5,0.15,0.30561122244488975,0.053607214428857713,0.4564128256513026,0.1843687374749499
1000,2,0.15,0.5,0.15,0.06312625250501001,0.1748496993987976,0.6748496993987976,0.0871743486973948
1000,2,0.33,0.5,0.16,0.19539078156312625,0.07965931863727455,0.5906813627254509,0.1342685370741483
1000,2,0.4,0.5,0.16,0.22394789579158317,0.06513026052104208,0.5360721442885772,0.1748496993987976
1000,2,0.49,0.5,0.16,0.312124248496994,0.04408817635270541,0.46593186372745493,0.1778557114228457
1000,2,0.15,0.5,0.16,0.050100200400801605,0.24649298597194388,0.6032064128256514,0.10020040080160321
1000,2,0.33,0.5,0.17,0.16382765531062124,0.11322645290581163,0.5561122244488977,0.16683366733466934
1000,2,0.4,0.5,0.17,0.20741482965931865,0.11072144288577154,0.48847695390781565,0.1933867735470942
1000,2,0.49,0.5,0.17,0.2995991983967936,0.06012024048096192,0.45090180360721444,0.18937875751503006
1000,2,0.15,0.5,0.17,0.05911823647294589,0.2029058116232465,0.6467935871743486,0.09118236472945891
1000,2,0.33,0.5,0.18,0.1658316633266533,0.11372745490981964,0.5566132264529058,0.16382765531062124
1000,2,0.4,0.5,0.18,0.2409819639278557,0.0811623246492986,0.5190380761523046,0.15881763527054107
1000,2,0.49,0.5,0.18,0.27805611222444887,0.07865731462925851,0.4313627254509018,0.21192384769539077
1000,2,0.15,0.5,0.18,0.051603206412825654,0.23346693386773548,0.6162324649298597,0.09869739478957916
1000,2,0.33,0.5,0.19,0.15581162324649298,0.13276553106212424,0.5365731462925851,0.1748496993987976
1000,2,0.4,0.5,0.19,0.2249498997995992,0.10120240480961924,0.5,0.17384769539078157
1000,2,0.49,0.5,0.19,0.2785571142284569,0.07364729458917836,0.436372745490982,0.21142284569138275
1000,2,0.15,0.5,0.19,0.05911823647294589,0.2339679358717435,0.6157314629258517,0.09118236472945891
1000,2,0.33,0.5,0.2,0.16783567134268537,0.13376753507014028,0.5355711422845691,0.1628256513026052
1000,2,0.4,0.5,0.2,0.2099198396793587,0.11973947895791583,0.4804609218436874,0.18987975951903807
1000,2,0.49,0.5,0.2,0.2995991983967936,0.07264529058116233,0.436372745490982,0.19138276553106212
1000,2,0.15,0.5,0.2,0.053607214428857713,0.23496993987975953,0.6147294589178357,0.0966933867735471
1000,2,0.33,0.5,0.21,0.17635270541082165,0.1377755511022044,0.532565130260521,0.1533066132264529
1000,2,0.4,0.5,0.21,0.2219438877755511,0.10721442885771543,0.49298597194388777,0.1778557114228457
1000,2,0.49,0.5,0.21,0.28406813627254507,0.08617234468937876,0.42384769539078154,0.2059118236472946
1000,2,0.15,0.5,0.21,0.05711422845691383,0.2850701402805611,0.564629258517034,0.09318637274549098
1000,2,0.33,0.5,0.22,0.16683366733466934,0.1432865731462926,0.5270541082164328,0.1628256513026052
1000,2,0.4,0.5,0.22,0.20541082164328658,0.13226452905811623,0.46693386773547096,0.19539078156312625
1000,2,0.49,0.5,0.22,0.30110220440881763,0.07264529058116233,0.43837675350701405,0.187875751503006
1000,2,0.15,0.5,0.22,0.05460921843687375,0.24899799599198397,0.6017034068136272,0.09468937875751503
1000,2,0.33,0.5,0.23,0.1688376753507014,0.156312625250501,0.5140280561122245,0.16082164328657314
1000,2,0.4,0.5,0.23,0.19438877755511022,0.1437875751503006,0.45541082164328656,0.20641282565130262
1000,2,0.49,0.5,0.23,0.28557114228456915,0.11172344689378758,0.39929859719438876,0.20340681362725452
1000,2,0.15,0.5,0.23,0.050100200400801605,0.3226452905811623,0.5270541082164328,0.10020040080160321
1000,2,0.33,0.5,0.24,0.1658316633266533,0.15781563126252504,0.5115230460921844,0.16482965931863727
1000,2,0.4,0.5,0.24,0.20190380761523047,0.14829659318637275,0.45090180360721444,0.19889779559118237
1000,2,0.49,0.5,0.24,0.2685370741482966,0.10470941883767534,0.40531062124248496,0.22144288577154309
1000,2,0.15,0.5,0.24,0.04609218436873747,0.3376753507014028,0.5120240480961924,0.10420841683366733
1000,2,0.33,0.5,0.25,0.1718436873747495,0.15881763527054107,0.5115230460921844,0.15781563126252504
1000,2,0.4,0.5,0.25,0.21042084168336672,0.13977955911823647,0.4594188376753507,0.1903807615230461
1000,2,0.49,0.5,0.25,0.2935871743486974,0.09969939879759519,0.41132264529058116,0.19539078156312625
1000,2,0.15,0.5,0.25,0.05260521042084168,0.3246492985971944,0.5260521042084169,0.0966933867735471
1000,2,0.33,0.5,0.26,0.13627254509018036,0.21643286573146292,0.45390781563126253,0.1933867735470942
1000,2,0.4,0.5,0.26,0.20390781563126253,0.16032064128256512,0.43987975951903807,0.19589178356713427
1000,2,0.49,0.5,0.26,0.2880761523046092,0.093687374749499,0.41733466933867736,0.20090180360721444
1000,2,0.15,0.5,0.26,0.04008016032064128,0.374248496993988,0.4754509018036072,0.11022044088176353
1000,2,0.33,0.5,0.27,0.16082164328657314,0.16933867735470942,0.5020040080160321,0.16783567134268537
1000,2,0.4,0.5,0.27,0.20240480961923848,0.1628256513026052,0.437374749498998,0.19739478957915832
1000,2,0.49,0.5,0.27,0.31462925851703405,0.09018036072144289,0.4188376753507014,0.17635270541082165
1000,2,0.15,0.5,0.27,0.04759519038076152,0.3406813627254509,0.5100200400801603,0.10170340681362726
1000,2,0.33,0.5,0.28,0.13026052104208416,0.26302605210420843,0.406312625250501,0.20040080160320642
1000,2,0.4,0.5,0.28,0.19839679358717435,0.16082164328657314,0.4403807615230461,0.20040080160320642
1000,2,0.49,0.5,0.28,0.27354709418837675,0.11623246492985972,0.3937875751503006,0.21643286573146292
1000,2,0.15,0.5,0.28,0.05110220440881764,0.39529058116232463,0.45541082164328656,0.09819639278557114
1000,2,0.33,0.5,0.29,0.1628256513026052,0.20440881763527055,0.46693386773547096,0.1658316633266533
1000,2,0.4,0.5,0.29,0.20440881763527055,0.17284569138276554,0.42635270541082165,0.1963927855711423
1000,2,0.49,0.5,0.29,0.25551102204408815,0.14128256513026052,0.3687374749498998,0.23446893787575152
1000,2,0.15,0.5,0.29,0.04759519038076152,0.4303607214428858,0.42034068136272545,0.10170340681362726
1000,2,0.33,0.5,0.3,0.1467935871743487,0.2409819639278557,0.42935871743486975,0.18286573146292584
1000,2,0.4,0.5,0.3,0.17535070140280562,0.21142284569138275,0.3877755511022044,0.22545090180360722
1000,2,0.49,0.5,0.3,0.29008016032064127,0.11272545090180361,0.3982965931863727,0.19889779559118237
1000,2,0.15,0.5,0.3,0.029559118236472944,0.4909819639278557,0.3587174348697395,0.12074148296593186
1000,2,0.33,0.5,0.31,0.14178356713426854,0.21092184368737474,0.45841683366733466,0.18887775551102204
1000,2,0.4,0.5,0.31,0.1492985971943888,0.27054108216432865,0.3286573146292585,0.251503006012024
1000,2,0.49,0.5,0.31,0.2785571142284569,0.12675350701402804,0.3832665330661323,0.21142284569138275
1000,2,0.15,0.5,0.31,0.0531062124248497,0.41282565130260523,0.437875751503006,0.09619238476953908
1000,2,0.33,0.5,0.32,0.12224448897795591,0.3046092184368738,0.36472945891783565,0.20841683366733466
1000,2,0.4,0.5,0.32,0.19488977955911824,0.18036072144288579,0.4198396793587174,0.20490981963927857
1000,2,0.49,0.5,0.32,0.25,0.16482965931863727,0.34519038076152303,0.23997995991983967
1000,2,0.15,0.5,0.32,0.03156312625250501,0.5490981963927856,0.30060120240480964,0.1187374749498998
1000,2,0.33,0.5,0.33,0.15030060120240482,0.27805611222444887,0.3912825651302605,0.18036072144288579
1000,2,0.4,0.5,0.33,0.16933867735470942,0.22444889779559118,0.374749498997996,0.23146292585170342
1000,2,0.49,0.5,0.33,0.2650300601202405,0.156813627254509,0.35220440881763526,0.22595190380761523
1000,2,0.15,0.5,0.33,0.04659318637274549,0.4604208416833667,0.39028056112224446,0.10270541082164329
1000,2,0.33,0.5,0.34,0.15030060120240482,0.24448897795591182,0.4248496993987976,0.18036072144288579
1000,2,0.4,0.5,0.34,0.20891783567134267,0.16733466933867736,0.43286573146292584,0.1908817635270541
1000,2,0.49,0.5,0.34,0.2620240480961924,0.16482965931863727,0.34519038076152303,0.2279559118236473
1000,2,0.15,0.5,0.34,0.04008016032064128,0.45841683366733466,0.39328657314629256,0.10821643286573146
1000,2,0.33,0.5,0.35,0.11422845691382766,0.3151302605210421,0.35521042084168336,0.2154308617234469
1000,2,0.4,0.5,0.35,0.18837675350701402,0.23446893787575152,0.3667334669338677,0.21042084168336672
1000,2,0.49,0.5,0.35,0.29458917835671344,0.14829659318637275,0.36172344689378755,0.19539078156312625
1000,2,0.15,0.5,0.35,0.02655310621242485,0.6232464929859719,0.22645290581162325,0.12374749498997996
1000,2,0.33,0.5,0.36,0.15581162324649298,0.26102204408817636,0.40831663326653306,0.1748496993987976
1000,2,0.4,0.5,0.36,0.1778557114228457,0.2339679358717435,0.3662324649298597,0.2219438877755511
1000,2,0.49,0.5,0.36,0.24949899799599198,0.1718436873747495,0.33717434869739477,0.24148296593186372
1000,2,0.15,0.5,0.36,0.028557114228456915,0.5541082164328658,0.2955911823647295,0.12174348697394789
1000,2,0.33,0.5,0.37,0.14879759519038077,0.280561122244489,0.3897795591182365,0.18086172344689377
1000,2,0.4,0.5,0.37,0.19739478957915832,0.23647294589178355,0.36472945891783565,0.20140280561122245
1000,2,0.49,0.5,0.37,0.20691382765531063,0.2094188376753507,0.2995991983967936,0.28406813627254507
1000,2,0.15,0.5,0.37,0.04809619238476954,0.5085170340681363,0.3411823647294589,0.10220440881763528
1000,2,0.33,0.5,0.38,0.13877755511022044,0.30711422845691383,0.3632264529058116,0.1908817635270541
1000,2,0.4,0.5,0.38,0.17985971943887777,0.24448897795591182,0.35671342685370744,0.218937875751503
1000,2,0.49,0.5,0.38,0.23547094188376755,0.20691382765531063,0.30210420841683366,0.25551102204408815
1000,2,0.15,0.5,0.38,0.01503006012024048,0.6803607214428857,0.16933867735470942,0.13527054108216433
1000,2,0.33,0.5,0.39,0.14779559118236474,0.28907815631262523,0.3812625250501002,0.1818637274549098
1000,2,0.4,0.5,0.39,0.17885771543086174,0.2680360721442886,0.3311623246492986,0.2219438877755511
1000,2,0.49,0.5,0.39,0.2680360721442886,0.18937875751503006,0.32064128256513025,0.2219438877755511
1000,2,0.15,0.5,0.39,0.020541082164328657,0.6723446893787575,0.17735470941883769,0.12975951903807614
1000,2,0.33,0.5,0.4,0.10771543086172344,0.37975951903807614,0.2905811623246493,0.2219438877755511
1000,2,0.4,0.5,0.4,0.20040080160320642,0.26402805611222446,0.33617234468937873,0.19939879759519039
1000,2,0.49,0.5,0.4,0.25551102204408815,0.20190380761523047,0.30811623246492986,0.23446893787575152
1000,2,0.15,0.5,0.4,0.03707414829659319,0.5766533066132264,0.27304609218436876,0.11322645290581163
1000,2,0.33,0.5,0.41,0.14278557114228457,0.3076152304609218,0.36172344689378755,0.187875751503006
1000,2,0.4,0.5,0.41,0.15430861723446893,0.30861723446893785,0.2905811623246493,0.24649298597194388
1000,2,0.49,0.5,0.41,0.24348697394789579,0.19539078156312625,0.3156312625250501,0.24549098196392785
1000,2,0.15,0.5,0.41,0.02555110220440882,0.624248496993988,0.22645290581162325,0.12374749498997996
1000,2,0.33,0.5,0.42,0.10671342685370741,0.43537074148296595,0.2339679358717435,0.22394789579158317
1000,2,0.4,0.5,0.42,0.18286573146292584,0.2835671342685371,0.3166332665330661,0.21693386773547094
1000,2,0.49,0.5,0.42,0.28406813627254507,0.19739478957915832,0.313627254509018,0.20490981963927857
1000,2,0.15,0.5,0.42,0.03507014028056112,0.6282565130260521,0.22244488977955912,0.11422845691382766
1000,2,0.33,0.5,0.43,0.1402805611222445,0.3637274549098196,0.30561122244488975,0.1903807615230461
1000,2,0.4,0.5,0.43,0.1998997995991984,0.29158316633266534,0.30861723446893785,0.1998997995991984
1000,2,0.49,0.5,0.43,0.29008016032064127,0.15881763527054107,0.35220440881763526,0.19889779559118237
1000,2,0.15,0.5,0.43,0.02555110220440882,0.6598196392785571,0.18987975951903807,0.12474949899799599
1000,2,0.33,0.5,0.44,0.1187374749498998,0.40380761523046094,0.2655310621242485,0.21192384769539077
1000,2,0.4,0.5,0.44,0.17985971943887777,0.29308617234468937,0.3061122244488978,0.22094188376753507
1000,2,0.49,0.5,0.44,0.22745490981963928,0.2374749498997996,0.2715430861723447,0.2635270541082164
1000,2,0.15,0.5,0.44,0.024549098196392786,0.6933867735470942,0.156312625250501,0.125751503006012
1000,2,0.33,0.5,0.45,0.14278557114228457,0.3692384769539078,0.30110220440881763,0.18687374749498997
1000,2,0.4,0.5,0.45,0.15130260521042085,0.3301603206412826,0.26903807615230463,0.24949899799599198
1000,2,0.49,0.5,0.45,0.1908817635270541,0.2720440881763527,0.23697394789579157,0.3001002004008016
1000,2,0.15,0.5,0.45,0.01903807615230461,0.6668336673346693,0.18286573146292584,0.1312625250501002
1000,2,0.33,0.5,0.46,0.12324649298597194,0.3862725450901804,0.28406813627254507,0.20641282565130262
1000,2,0.4,0.5,0.46,0.16733466933867736,0.31713426853707416,0.282064128256513,0.23346693386773548
1000,2,0.49,0.5,0.46,0.29458917835671344,0.19789579158316634,0.312124248496994,0.19539078156312625
1000,2,0.15,0.5,0.46,0.01753507014028056,0.7319639278557114,0.11773547094188377,0.13276553106212424
1000,2,0.33,0.5,0.47,0.11272545090180361,0.44288577154308617,0.22645290581162325,0.21793587174348697
1000,2,0.4,0.5,0.47,0.1933867735470942,0.2970941883767535,0.30410821643286573,0.20541082164328658
1000,2,0.49,0.5,0.47,0.22444889779559118,0.24649298597194388,0.2625250501002004,0.2665330661322645
1000,2,0.15,0.5,0.47,0.019539078156312624,0.7269539078156313,0.12274549098196393,0.13076152304609218
1000,2,0.33,0.5,0.48,0.08667334669338678,0.47194388777555113,0.19739478957915832,0.2439879759519038
1000,2,0.4,0.5,0.48,0.18236472945891782,0.3151302605210421,0.28607214428857713,0.21643286573146292
1000,2,0.49,0.5,0.48,0.2439879759519038,0.23647294589178355,0.2725450901803607,0.2469939879759519
1000,2,0.15,0.5,0.48,0.02004008016032064,0.753006012024048,0.0966933867735471,0.13026052104208416
1000,2,0.33,0.5,0.49,0.11022044088176353,0.4514028056112224,0.218937875751503,0.21943887775551102
1000,2,0.4,0.5,0.49,0.14278557114228457,0.3662324649298597,0.2339679358717435,0.25701402805611223
1000,2,0.49,0.5,0.49,0.27955911823647295,0.2379759519038076,0.27304609218436876,0.2094188376753507
1000,2,0.15,0.5,0.49,0.03406813627254509,0.6593186372745491,0.19138276553106212,0.11523046092184369
1000,2,0.33,0.5,0.5,0.11372745490981964,0.42084168336673344,0.24849699398797595,0.21693386773547094
1000,2,0.4,0.5,0.5,0.17284569138276554,0.3406813627254509,0.2605210420841683,0.22595190380761523
1000,2,0.49,0.5,0.5,0.24348697394789579,0.2595190380761523,0.251503006012024,0.24549098196392785
1000,2,0.15,0.5,0.5,0.028557114228456915,0.7329659318637275,0.11773547094188377,0.12074148296593186
1000,2,0.33,0.5,0.51,0.13026052104208416,0.40831663326653306,0.26302605210420843,0.19839679358717435
1000,2,0.4,0.5,0.51,0.17985971943887777,0.31462925851703405,0.28557114228456915,0.21993987975951904
1000,2,0.49,0.5,0.51,0.2680360721442886,0.24498997995991983,0.26603206412825653,0.22094188376753507
1000,2,0.15,0.5,0.51,0.019539078156312624,0.7234468937875751,0.12625250501002003,0.13076152304609218
1000,2,0.33,0.5,0.52,0.10671342685370741,0.436372745490982,0.23496993987975953,0.2219438877755511
1000,2,0.4,0.5,0.52,0.14478957915831664,0.39529058116232463,0.20390781563126253,0.2560120240480962
1000,2,0.49,0.5,0.52,0.281563126252505,0.23847695390781562,0.2715430861723447,0.20841683366733466
1000,2,0.15,0.5,0.52,0.01753507014028056,0.7625250501002004,0.0871743486973948,0.13276553106212424
1000,2,0.33,0.5,0.53,0.1347695390781563,0.4308617234468938,0.23947895791583165,0.19488977955911824
1000,2,0.4,0.5,0.53,0.1593186372745491,0.3872745490981964,0.2129258517034068,0.24048096192384769
1000,2,0.49,0.5,0.53,0.24749498997995992,0.26152304609218435,0.24849699398797595,0.24248496993987975
1000,2,0.15,0.5,0.53,0.025050100200400802,0.7304609218436874,0.11923847695390781,0.125250501002004
1000,2,0.33,0.5,0.54,0.11172344689378758,0.4664328657314629,0.20390781563126253,0.21793587174348697
1000,2,0.4,0.5,0.54,0.18086172344689377,0.343687374749499,0.2575150300601202,0.21793587174348697
1000,2,0.49,0.5,0.54,0.26903807615230463,0.25801603206412826,0.2530060120240481,0.21993987975951904
1000,2,0.15,0.5,0.54,0.024549098196392786,0.7339679358717435,0.11573146292585171,0.125751503006012
1000,2,0.33,0.5,0.55,0.10470941883767534,0.5095190380761523,0.16182364729458917,0.22394789579158317
1000,2,0.4,0.5,0.55,0.1462925851703407,0.4153306613226453,0.18386773547094187,0.2545090180360721
1000,2,0.49,0.5,0.55,0.24298597194388777,0.28707414829659317,0.22294589178356713,0.2469939879759519
1000,2,0.15,0.5,0.55,0.018036072144288578,0.7580160320641283,0.09168336673346693,0.13226452905811623
1000,2,0.33,0.5,0.56,0.09769539078156313,0.49899799599198397,0.17034068136272545,0.23296593186372747
1000,2,0.4,0.5,0.56,0.12725450901803606,0.4403807615230461,0.1598196392785571,0.2725450901803607
1000,2,0.49,0.5,0.56,0.19739478957915832,0.3196392785571142,0.19138276553106212,0.29158316633266534
1000,2,0.15,0.5,0.56,0.01603206412825651,0.7595190380761523,0.09118236472945891,0.13326653306613226
1000,2,0.33,0.5,0.57,0.08216432865731463,0.5445891783567134,0.12474949899799599,0.24849699398797595
1000,2,0.4,0.5,0.57,0.15480961923847694,0.41783567134268534,0.18236472945891782,0.24498997995991983
1000,2,0.49,0.5,0.57,0.21993987975951904,0.30861723446893785,0.20140280561122245,0.27004008016032066
1000,2,0.15,0.5,0.57,0.018537074148296594,0.7660320641282565,0.08366733466933868,0.1317635270541082
1000,2,0.33,0.5,0.58,0.10420841683366733,0.5090180360721442,0.1623246492985972,0.22444889779559118
1000,2,0.4,0.5,0.58,0.13827655310621242,0.44138276553106215,0.15781563126252504,0.2625250501002004
1000,2,0.49,0.5,0.58,0.24549098196392785,0.3031062124248497,0.20691382765531063,0.24448897795591182
1000,2,0.15,0.5,0.58,0.029559118236472944,0.7209418837675351,0.12975951903807614,0.11973947895791583
1000,2,0.33,0.5,0.59,0.08266533066132264,0.5305611222444889,0.13877755511022044,0.24799599198396793
1000,2,0.4,0.5,0.59,0.1533066132264529,0.4228456913827655,0.17635270541082165,0.24749498997995992
1000,2,0.49,0.5,0.59,0.1813627254509018,0.3627254509018036,0.1462925851703407,0.3096192384769539
1000,2,0.15,0.5,0.59,0.020541082164328657,0.7565130260521042,0.09418837675350701,0.1287575150300601
1000,2,0.33,0.5,0.6,0.0841683366733467,0.530060120240481,0.13927855711422846,0.24649298597194388
1000,2,0.4,0.5,0.6,0.1497995991983968,0.43837675350701405,0.16182364729458917,0.25
1000,2,0.49,0.5,0.6,0.23046092184368738,0.31412825651302606,0.19488977955911824,0.2605210420841683
1000,2,0.15,0.5,0.6,0.020541082164328657,0.7670340681362725,0.08266533066132264,0.12975951903807614
1000,2,0.33,0.5,0.61,0.09468937875751503,0.5225450901803608,0.14779559118236474,0.23496993987975953
1000,2,0.4,0.5,0.61,0.15781563126252504,0.42084168336673344,0.17835671342685372,0.24298597194388777
1000,2,0.49,0.5,0.61,0.21693386773547094,0.3502004008016032,0.1598196392785571,0.27304609218436876
1000,2,0.15,0.5,0.61,0.016533066132264528,0.7860721442885772,0.06462925851703406,0.13276553106212424
1000,2,0.33,0.5,0.62,0.10120240480961924,0.5350701402805611,0.13627254509018036,0.22745490981963928
1000,2,0.4,0.5,0.62,0.11623246492985972,0.48396793587174347,0.11723446893787576,0.28256513026052105
1000,2,0.49,0.5,0.62,0.21793587174348697,0.3632264529058116,0.1467935871743487,0.2720440881763527
1000,2,0.15,0.5,0.62,0.019539078156312624,0.7705410821643287,0.07915831663326653,0.13076152304609218
1000,2,0.33,0.5,0.63,0.08667334669338678,0.5440881763527055,0.12725450901803606,0.24198396793587174
1000,2,0.4,0.5,0.63,0.13927855711422846,0.4634268537074148,0.13577154308617234,0.26152304609218435
1000,2,0.49,0.5,0.63,0.22394789579158317,0.3316633266533066,0.17835671342685372,0.26603206412825653
1000,2,0.15,0.5,0.63,0.013527054108216433,0.7950901803607214,0.05460921843687375,0.13677354709418837
1000,2,0.33,0.5,0.64,0.07314629258517034,0.5586172344689379,0.11072144288577154,0.2575150300601202
1000,2,0.4,0.5,0.64,0.18637274549098196,0.4198396793587174,0.1813627254509018,0.2124248496993988
1000,2,0.49,0.5,0.64,0.19789579158316634,0.3376753507014028,0.17334669338677355,0.2910821643286573
1000,2,0.15,0.5,0.64,0.01753507014028056,0.7895791583166333,0.061122244488977955,0.1317635270541082
1000,2,0.33,0.5,0.65,0.10771543086172344,0.5475951903807615,0.12174348697394789,0.22294589178356713
1000,2,0.4,0.5,0.65,0.125250501002004,0.46142284569138275,0.13877755511022044,0.2745490981963928
1000,2,0.49,0.5,0.65,0.23597194388777556,0.3346693386773547,0.17635270541082165,0.2530060120240481
1000,2,0.15,0.5,0.65,0.022044088176352707,0.7970941883767535,0.05260521042084168,0.1282565130260521
1000,2,0.33,0.5,0.66,0.07565130260521043,0.5806613226452906,0.08867735470941884,0.25501002004008017
1000,2,0.4,0.5,0.66,0.12274549098196393,0.47945891783567135,0.12074148296593186,0.2770541082164329
1000,2,0.49,0.5,0.66,0.1903807615230461,0.374749498997996,0.13527054108216433,0.2995991983967936
1000,2,0.15,0.5,0.66,0.01603206412825651,0.7985971943887775,0.05110220440881764,0.1342685370741483
1000,2,0.33,0.5,0.67,0.10721442885771543,0.5551102204408818,0.11523046092184369,0.22244488977955912
1000,2,0.4,0.5,0.67,0.14529058116232466,0.45490981963927857,0.14428857715430862,0.25551102204408815
1000,2,0.49,0.5,0.67,0.21743486973947895,0.3527054108216433,0.15731462925851702,0.2725450901803607
1000,2,0.15,0.5,0.67,0.015531062124248497,0.8076152304609219,0.04208416833667335,0.1347695390781563
1000,2,0.33,0.5,0.68,0.07414829659318638,0.5891783567134269,0.08016032064128256,0.2565130260521042
1000,2,0.4,0.5,0.68,0.16733466933867736,0.4724448897795591,0.1287575150300601,0.23146292585170342
1000,2,0.49,0.5,0.68,0.23547094188376755,0.3572144288577154,0.15280561122244488,0.2545090180360721
1000,2,0.15,0.5,0.68,0.009018036072144289,0.8191382765531062,0.030561122244488977,0.14128256513026052
1000,2,0.33,0.5,0.69,0.07915831663326653,0.5806613226452906,0.08967935871743488,0.250501002004008
1000,2,0.4,0.5,0.69,0.1402805611222445,0.4849699398797595,0.11422845691382766,0.2605210420841683
1000,2,0.49,0.5,0.69,0.2279559118236473,0.3727454909819639,0.13627254509018036,0.26302605210420843
1000,2,0.15,0.5,0.69,0.01503006012024048,0.8161322645290581,0.03356713426853707,0.13527054108216433
1000,2,0.33,0.5,0.7,0.10020040080160321,0.5716432865731463,0.09769539078156313,0.23046092184368738
1000,2,0.4,0.5,0.7,0.1282565130260521,0.498496993987976,0.10070140280561123,0.2725450901803607
1000,2,0.49,0.5,0.7,0.1908817635270541,0.40531062124248496,0.10470941883767534,0.29909819639278556
1000,2,0.15,0.5,0.7,0.018537074148296594,0.7935871743486974,0.05811623246492986,0.12975951903807614
1000,2,0.33,0.5,0.71,0.08166332665330661,0.5831663326653307,0.08617234468937876,0.24899799599198397
1000,2,0.4,0.5,0.71,0.125250501002004,0.5150300601202404,0.0841683366733467,0.2755511022044088
1000,2,0.49,0.5,0.71,0.18036072144288579,0.3967935871743487,0.11322645290581163,0.3096192384769539
1000,2,0.15,0.5,0.71,0.01503006012024048,0.814128256513026,0.03557114228456914,0.13527054108216433
1000,2,0.33,0.5,0.72,0.10020040080160321,0.5696392785571143,0.09969939879759519,0.23046092184368738
1000,2,0.4,0.5,0.72,0.125250501002004,0.5145290581162325,0.08567134268537074,0.2745490981963928
1000,2,0.49,0.5,0.72,0.21392785571142284,0.4033066132264529,0.10771543086172344,0.2750501002004008
1000,2,0.15,0.5,0.72,0.012525050100200401,0.8221442885771543,0.02755511022044088,0.1377755511022044
1000,2,0.33,0.5,0.73,0.08767535070140281,0.5871743486973948,0.08216432865731463,0.24298597194388777
1000,2,0.4,0.5,0.73,0.14178356713426854,0.49749498997995995,0.10270541082164329,0.25801603206412826
